wav_filename,wav_filesize,transcript
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.13+10.wav,802664,trzynaście dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+8.wav,1632044,dziesięć dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.9+13.wav,1689644,dziewięć dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.1+6.wav,767384,jeden dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.2+2.wav,1344044,dwa dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.8+13.wav,1612844,osiem dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.5+5.wav,670364,pięć dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.2+9.wav,1497644,dwa dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.8+3.wav,1420844,osiem dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.6+7.wav,1497644,sześć dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.1+1.wav,846764,jeden dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.3+5.wav,643904,trzy dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.1+1.wav,846764,jeden dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+3.wav,1497644,dwanaście dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.5+9.wav,714464,pięć dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.14+9.wav,776204,czteernaście dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.11+8.wav,1574444,jedenaście dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.10+2.wav,1555244,dziesięć dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.6+4.wav,688004,sześć dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.10+6.wav,1632044,dziesięć dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.14+6.wav,740924,czteernaście dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.10+1.wav,829124,dziesięć dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.9+10.wav,1708844,dziewięć dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.4+5.wav,679184,cztery dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+3.wav,1555244,dziesięć dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.4+9.wav,723284,cztery dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.5+5.wav,1459244,pięć dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+6.wav,820304,piętnacie dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.7+9.wav,1574444,siedem dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.2+7.wav,652724,dwa dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+2.wav,1536044,czteernaście dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.2+9.wav,688004,dwa dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.2+1.wav,732104,dwa dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.6+14.wav,740924,sześć dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.6+12.wav,1574444,sześć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.8+9.wav,1574444,osiem dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+2.wav,785024,piętnacie dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.4+6.wav,688004,cztery dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.15+6.wav,1785644,piętnacie dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+7.wav,1632044,dziesięć dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.6+9.wav,1574444,sześć dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+4.wav,1612844,czteernaście dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.2+6.wav,1420844,dwa dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.5+1.wav,1651244,pięć dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.3+1.wav,1593644,trzy dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.13+15.wav,1900844,trzynaście dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.11+15.wav,855584,jedenaście dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.1+4.wav,767384,jeden dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.2+12.wav,688004,dwa dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.10+3.wav,1555244,dziesięć dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.6+3.wav,652724,sześć dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.5+15.wav,811484,pięć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.11+13.wav,1689644,jedenaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.7+8.wav,688004,siedem dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.4+7.wav,1497644,cztery dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.2+5.wav,643904,dwa dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.6+12.wav,723284,sześć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.15+7.wav,820304,piętnacie dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.13+3.wav,1536044,trzynaście dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.10+13.wav,802664,dziesięć dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+14.wav,1747244,dziesięć dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.2+6.wav,1420844,dwa dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.1+3.wav,1593644,jeden dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.3+7.wav,652724,trzy dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+1.wav,829124,dziesięć dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+6.wav,1632044,dziesięć dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.11+5.wav,714464,jedenaście dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+12.wav,785024,dziesięć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.7+4.wav,688004,siedem dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.13+4.wav,740924,trzynaście dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+10.wav,1766444,dziesięć dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.12+1.wav,802664,dwanaście dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.12+5.wav,714464,dwanaście dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.7+1.wav,1670444,siedem dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.3+2.wav,1344044,trzy dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.4+13.wav,1612844,cztery dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.5+7.wav,1478444,pięć dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.3+1.wav,732104,trzy dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.4+12.wav,1574444,cztery dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.14+11.wav,776204,czteernaście dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.4+11.wav,723284,cztery dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.12+11.wav,1651244,dwanaście dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+14.wav,873224,piętnacie dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+7.wav,1574444,dwanaście dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.5+7.wav,679184,pięć dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.2+3.wav,1344044,dwa dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.1+9.wav,1747244,jeden dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.1+3.wav,1593644,jeden dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.7+13.wav,740924,siedem dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.8+13.wav,1612844,osiem dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+3.wav,714464,dziesięć dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.8+5.wav,1478444,osiem dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.9+13.wav,776204,dziewięć dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.5+8.wav,1478444,pięć dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.13+7.wav,740924,trzynaście dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.9+7.wav,723284,dziewięć dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.9+2.wav,688004,dziewięć dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.1+10.wav,829124,jeden dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.1+7.wav,1670444,jeden dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.11+4.wav,723284,jedenaście dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.10+10.wav,1766444,dziesięć dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.5+12.wav,714464,pięć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.11+7.wav,1574444,jedenaście dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.8+1.wav,767384,osiem dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.11+2.wav,1497644,jedenaście dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.4+13.wav,740924,cztery dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.2+10.wav,1555244,dwa dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.9+15.wav,855584,dziewięć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.11+13.wav,1689644,jedenaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.2+15.wav,1708844,dwa dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.3+3.wav,1344044,trzy dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+15.wav,882044,dziesięć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.10+9.wav,1708844,dziesięć dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+9.wav,1651244,dwanaście dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.9+14.wav,776204,dziewięć dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.9+3.wav,1497644,dziewięć dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.4+4.wav,1497644,cztery dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+8.wav,749744,dziesięć dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.12+3.wav,688004,dwanaście dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.11+4.wav,723284,jedenaście dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.8+4.wav,1497644,osiem dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.13+15.wav,1900844,trzynaście dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.9+2.wav,688004,dziewięć dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.13+2.wav,705644,trzynaście dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.9+14.wav,1689644,dziewięć dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.15+5.wav,811484,piętnacie dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.4+10.wav,749744,cztery dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.10+11.wav,785024,dziesięć dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.2+14.wav,705644,dwa dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.7+7.wav,688004,siedem dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.6+4.wav,1497644,sześć dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.9+4.wav,723284,dziewięć dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.6+15.wav,1785644,sześć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.3+5.wav,1401644,trzy dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.3+12.wav,688004,trzy dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+10.wav,882044,piętnacie dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.3+9.wav,1497644,trzy dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+11.wav,1708844,dziesięć dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.9+8.wav,723284,dziewięć dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.6+1.wav,767384,sześć dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.12+2.wav,688004,dwanaście dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.10+10.wav,811484,dziesięć dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.13+7.wav,1612844,trzynaście dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.2+15.wav,785024,dwa dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+12.wav,1708844,dziesięć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.15+12.wav,1862444,piętnacie dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.8+4.wav,688004,osiem dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+5.wav,811484,piętnacie dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.11+1.wav,1747244,jedenaście dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.14+13.wav,793844,czteernaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+15.wav,1920044,dziesięć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.7+3.wav,652724,siedem dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.4+11.wav,1574444,cztery dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.15+9.wav,1862444,piętnacie dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.7+7.wav,1497644,siedem dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.8+14.wav,1612844,osiem dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.11+3.wav,1497644,jedenaście dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+4.wav,1574444,dwanaście dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.2+11.wav,1497644,dwa dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.12+5.wav,1555244,dwanaście dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.11+8.wav,723284,jedenaście dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+13.wav,1689644,dwanaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.8+3.wav,652724,osiem dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+15.wav,1900844,czteernaście dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.3+4.wav,652724,trzy dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.14+14.wav,793844,czteernaście dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.10+9.wav,785024,dziesięć dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.1+8.wav,1670444,jeden dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.3+10.wav,714464,trzy dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.8+6.wav,1497644,osiem dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.14+13.wav,793844,czteernaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.5+9.wav,1555244,pięć dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.13+13.wav,1728044,trzynaście dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.6+15.wav,1785644,sześć dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.2+3.wav,1344044,dwa dodać trzy
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.3+10.wav,1555244,trzy dodać dziesięć
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.10+12.wav,785024,dziesięć dodać dwanaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.4+1.wav,1670444,cztery dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.5+14.wav,1593644,pięć dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.15+15.wav,952604,piętnacie dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.8+14.wav,740924,osiem dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+9.wav,1689644,czteernaście dodać dziewięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+6.wav,1612844,czteernaście dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.12+11.wav,1651244,dwanaście dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.8+7.wav,1497644,osiem dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.13+2.wav,1536044,trzynaście dodać dwa
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.1+13.wav,1785644,jeden dodać trzynaście
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.9+5.wav,1555244,dziewięć dodać pięć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.3+11.wav,1497644,trzy dodać jedenaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.2+7.wav,1420844,dwa dodać siedem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.4+15.wav,1785644,cztery dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.7+15.wav,820304,siedem dodać piętnacie
/home/bmadmin/DeepSpeech/data/polish/liczby_SonyAgi.trimmed.15+1.wav,899684,piętnacie dodać jeden
/home/bmadmin/DeepSpeech/data/polish/liczby_Samsung.trimmed.7+14.wav,740924,siedem dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.12+14.wav,1689644,dwanaście dodać czteernaście
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.3+8.wav,1420844,trzy dodać osiem
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.10+4.wav,1632044,dziesięć dodać cztery
/home/bmadmin/DeepSpeech/data/polish/liczby_laptop.trimmed.5+6.wav,1478444,pięć dodać sześć
/home/bmadmin/DeepSpeech/data/polish/liczby_Huawei.trimmed.14+8.wav,1612844,czteernaście dodać osiem
